@relation 'modGroup-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.140835) and (I2 >= 0.737664)-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.313643) and (I2 >= 0.669821)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.304998) and (I1 >= 0.703413)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.265298) and (I2 >= 0.669821)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.140835) and (I2 >= 0.737664))-L0,1,2-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.313643) and (I2 >= 0.669821))-L0,1,2-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))-L0,1,2,3,4-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.304998) and (I1 >= 0.703413))-L0,1,2-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))-L0,1,2,3,4-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))-L0,1,2,3,4-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.265298) and (I2 >= 0.669821))-L0,1,2-C18-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD I2-C19-W1.0-weka.filters.unsupervised.attribute.Add-NI2 ADD R1-C20-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD R1-C21-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT I2-C22-W1.0-weka.filters.unsupervised.attribute.Add-NI2 SUBTRACT R1-C23-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT R1-C24-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE I2-C25-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE I1-C26-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE R1-C27-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I2-C28-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE R1-C29-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I1-C30-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY I2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NI2 MULTIPLY R1-C32-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY R1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN I2-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI2 LESSTHAN R1-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN R1-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF I2-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_I2-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37'

@attribute I1 numeric
@attribute I2 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute '(I1 <= 0.140835) and (I2 >= 0.737664)' {0,1}
@attribute '(I1 <= 0.313643) and (I2 >= 0.669821)' {0,1}
@attribute '(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)' {0,1}
@attribute '(I2 <= 0.304998) and (I1 >= 0.703413)' {0,1}
@attribute '(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)' {0,1}
@attribute '(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)' {0,1}
@attribute '(I1 <= 0.265298) and (I2 >= 0.669821)' {0,1}
@attribute 'num-of-N((I1 <= 0.140835) and (I2 >= 0.737664))' {0,1,2}
@attribute 'num-of-N((I1 <= 0.313643) and (I2 >= 0.669821))' {0,1,2}
@attribute 'num-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))' {0,1,2,3,4}
@attribute 'num-of-N((I2 <= 0.304998) and (I1 >= 0.703413))' {0,1,2}
@attribute 'num-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))' {0,1,2,3,4}
@attribute 'num-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))' {0,1,2,3,4}
@attribute 'num-of-N((I1 <= 0.265298) and (I2 >= 0.669821))' {0,1,2}
@attribute 'I1 ADD I2' numeric
@attribute 'I2 ADD R1' numeric
@attribute 'I1 ADD R1' numeric
@attribute 'I1 SUBTRACT I2' numeric
@attribute 'I2 SUBTRACT R1' numeric
@attribute 'I1 SUBTRACT R1' numeric
@attribute 'I1 DIVIDE I2' numeric
@attribute 'I2 DIVIDE I1' numeric
@attribute 'I2 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I2' numeric
@attribute 'I1 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I1' numeric
@attribute 'I1 MULTIPLY I2' numeric
@attribute 'I2 MULTIPLY R1' numeric
@attribute 'I1 MULTIPLY R1' numeric
@attribute 'I1 LESSTHAN I2' {0,1}
@attribute 'I2 LESSTHAN R1' {0,1}
@attribute 'I1 LESSTHAN R1' {0,1}
@attribute class {0,1,2}

@data
0.864099,0.192633,0.14222,0.1672,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.056732,0.334853,1.006319,0.671466,0.050413,0.721879,4.485727,0.222929,1.354472,0.738295,6.075791,0.164588,0.166454,0.027396,0.122892,0,0,0,2
0.520797,0.123127,0.139006,0.060519,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.643924,0.262133,0.659803,0.39767,-0.015879,0.381791,4.229755,0.23642,0.885768,1.128964,3.746579,0.26691,0.064124,0.017115,0.072394,0,1,0,1
0.807467,0.860103,0.215014,0.086636,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.66757,1.075117,1.022481,-0.052636,0.645089,0.592453,0.938803,1.065187,4.000219,0.249986,3.755416,0.266282,0.694505,0.184934,0.173617,1,0,0,0
0.448791,0.154735,0.749816,0.159328,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.603526,0.904551,1.198607,0.294056,-0.595081,-0.301025,2.900385,0.344782,0.206364,4.845807,0.598535,1.670747,0.069444,0.116023,0.336511,0,1,1,1
0.838733,0.509692,0.909972,0.169189,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.348425,1.419664,1.748705,0.329041,-0.40028,-0.071239,1.645568,0.607693,0.560118,1.785337,0.921713,1.084936,0.427496,0.463805,0.763224,0,1,1,0
0.85511,0.83349,0.107112,0.111218,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.6886,0.940602,0.962222,0.02162,0.726378,0.747998,1.025939,0.974717,7.781481,0.12851,7.983326,0.125261,0.712726,0.089277,0.091593,0,0,0,1
0.13138,0.119586,0.103866,0.253397,0,0,0,0,0,0,0,1,1,2,1,2,2,1,0.250966,0.223452,0.235246,0.011794,0.01572,0.027514,1.098624,0.91023,1.151349,0.868546,1.264899,0.790577,0.015711,0.012421,0.013646,0,0,0,0
0.584917,0.125732,0.550894,0.769622,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.710649,0.676626,1.135811,0.459185,-0.425162,0.034023,4.652093,0.214957,0.228233,4.381494,1.06176,0.941833,0.073543,0.069265,0.322227,0,1,0,0
0.135887,0.470801,0.121139,0.246932,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.606688,0.59194,0.257026,-0.334914,0.349662,0.014748,0.288629,3.464651,3.886453,0.257304,1.121744,0.891469,0.063976,0.057032,0.016461,1,0,0,1
0.182986,0.486131,0.800233,0.799583,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.669117,1.286364,0.983219,-0.303145,-0.314102,-0.617247,0.376413,2.656657,0.607487,1.646126,0.228666,4.373192,0.088955,0.389018,0.146431,1,1,1,1
0.912353,0.166957,0.159466,0.863466,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.07931,0.326423,1.071819,0.745396,0.007491,0.752887,5.464599,0.182996,1.046976,0.955132,5.721301,0.174785,0.152324,0.026624,0.145489,0,0,0,2
0.085528,0.807397,0.736642,0.459484,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.892925,1.544039,0.82217,-0.721869,0.070755,-0.651114,0.105931,9.440148,1.096051,0.912367,0.116105,8.612875,0.069055,0.594763,0.063004,1,0,1,2
0.842087,0.222828,0.798858,0.06308,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.064915,1.021686,1.640945,0.619259,-0.57603,0.043229,3.77909,0.264614,0.278933,3.585088,1.054113,0.948664,0.187641,0.178008,0.672708,0,1,0,2
0.79822,0.825798,0.823345,0.783883,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.624018,1.649143,1.621565,-0.027578,0.002453,-0.025125,0.966604,1.034549,1.002979,0.99703,0.969484,1.031476,0.659168,0.679917,0.65721,1,0,1,1
0.109165,0.131703,0.193178,0.593323,0,0,0,0,0,0,0,1,1,2,1,2,2,1,0.240868,0.324881,0.302343,-0.022538,-0.061475,-0.084013,0.828873,1.206458,0.68177,1.46677,0.565101,1.769596,0.014377,0.025442,0.021088,1,1,1,0
0.515941,0.10311,0.470057,0.216498,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.619051,0.573167,0.985998,0.412831,-0.366947,0.045884,5.003792,0.199848,0.219356,4.558792,1.097614,0.911067,0.053199,0.048468,0.242522,0,1,0,1
0.881944,0.538124,0.123144,0.441325,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.420068,0.661268,1.005088,0.34382,0.41498,0.7588,1.638923,0.610157,4.369876,0.228839,7.161892,0.139628,0.474595,0.066267,0.108606,0,0,0,1
0.142519,0.632908,0.190419,0.413559,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0.775427,0.823327,0.332938,-0.490389,0.442489,-0.0479,0.225181,4.440868,3.323765,0.300864,0.748449,1.336096,0.090201,0.120518,0.027138,1,0,1,1
0.541747,0.588226,0.848497,0.588565,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.129973,1.436723,1.390244,-0.046479,-0.260271,-0.30675,0.920984,1.085795,0.693256,1.442468,0.638478,1.566224,0.31867,0.499108,0.459671,1,1,1,2
0.470221,0.569844,0.952017,0.884882,0,0,1,0,1,1,0,0,0,4,0,4,4,0,1.040065,1.521861,1.422238,-0.099623,-0.382173,-0.481796,0.825175,1.211864,0.598565,1.670662,0.493921,2.024616,0.267953,0.542501,0.447658,1,1,1,2
0.765928,0.144043,0.77166,0.924661,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.909971,0.915703,1.537588,0.621885,-0.627617,-0.005732,5.317357,0.188063,0.186666,5.35715,0.992572,1.007484,0.110327,0.111152,0.591036,0,1,1,2
0.529115,0.108334,0.863579,0.266582,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.637449,0.971913,1.392694,0.420781,-0.755245,-0.334464,4.884108,0.204746,0.125448,7.971449,0.6127,1.63212,0.057321,0.093555,0.456933,0,1,1,2
0.505343,0.820923,0.429008,0.586209,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.326266,1.249931,0.934351,-0.31558,0.391915,0.076335,0.615579,1.624487,1.913538,0.522592,1.177934,0.848944,0.414848,0.352183,0.216796,1,0,0,0
0.448449,0.857312,0.22525,0.847997,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.305761,1.082562,0.673699,-0.408863,0.632062,0.223199,0.523087,1.911727,3.806047,0.26274,1.990895,0.502287,0.384461,0.19311,0.101013,1,0,0,2
0.855279,0.098701,0.444918,0.919031,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.95398,0.543619,1.300197,0.756578,-0.346217,0.410361,8.665353,0.115402,0.221841,4.507735,1.92233,0.520202,0.084417,0.043914,0.380529,0,1,0,1
0.773873,0.152984,0.536181,0.887967,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.926857,0.689165,1.310054,0.620889,-0.383197,0.237692,5.058522,0.197686,0.285322,3.504817,1.443306,0.692854,0.11839,0.082027,0.414936,0,1,0,2
0.750957,0.140163,0.490473,0.496801,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.89112,0.630636,1.24143,0.610794,-0.35031,0.260484,5.357741,0.186646,0.285771,3.499304,1.531087,0.653131,0.105256,0.068746,0.368324,0,1,0,2
0.190224,0.823545,0.504287,0.204019,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.013769,1.327832,0.694511,-0.633321,0.319258,-0.314063,0.230982,4.329343,1.633088,0.612337,0.377214,2.651017,0.156658,0.415303,0.095927,1,0,1,2
0.465589,0.091913,0.471638,0.272673,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.557502,0.563551,0.937227,0.373676,-0.379725,-0.006049,5.06554,0.197412,0.19488,5.131352,0.987174,1.012992,0.042794,0.04335,0.219589,0,1,1,1
0.18222,0.512338,0.187795,0.164543,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.694558,0.700133,0.370015,-0.330118,0.324543,-0.005575,0.355664,2.811645,2.728177,0.366545,0.970313,1.030595,0.093358,0.096215,0.03422,1,0,1,1
0.842666,0.801698,0.473826,0.757017,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.644364,1.275524,1.316492,0.040968,0.327872,0.36884,1.051102,0.951383,1.691967,0.591028,1.778429,0.562294,0.675564,0.379865,0.399277,0,0,0,1
0.942641,0.411783,0.464495,0.139083,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.354424,0.876278,1.407136,0.530858,-0.052712,0.478146,2.289169,0.43684,0.886518,1.128009,2.029389,0.492759,0.388164,0.191271,0.437852,0,1,0,1
0.479017,0.877706,0.62669,0.484236,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.356723,1.504396,1.105707,-0.398689,0.251016,-0.147673,0.54576,1.832307,1.400543,0.714009,0.76436,1.308283,0.420436,0.55005,0.300195,1,0,1,0
0.841613,0.136107,0.027883,0.79018,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.97772,0.16399,0.869496,0.705506,0.108224,0.81373,6.183466,0.161722,4.881361,0.204861,30.183732,0.03313,0.114549,0.003795,0.023467,0,0,0,2
0.447849,0.513185,0.467053,0.501673,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.961034,0.980238,0.914902,-0.065336,0.046132,-0.019204,0.872685,1.145888,1.098773,0.910106,0.958883,1.042881,0.229829,0.239685,0.209169,1,0,1,2
0.12108,0.14242,0.15587,0.215324,0,0,0,0,0,0,0,1,1,2,1,2,2,1,0.2635,0.29829,0.27695,-0.02134,-0.01345,-0.03479,0.850161,1.176247,0.91371,1.094439,0.776801,1.287331,0.017244,0.022199,0.018873,1,1,1,0
0.475325,0.499348,0.424014,0.834474,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.974673,0.923362,0.899339,-0.024023,0.075334,0.051311,0.951891,1.05054,1.177669,0.849135,1.121013,0.892051,0.237353,0.211731,0.201544,1,0,0,2
0.46035,0.804971,0.118134,0.799697,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.265321,0.923105,0.578484,-0.344621,0.686837,0.342216,0.571884,1.748606,6.81405,0.146756,3.896846,0.256618,0.370568,0.095094,0.054383,1,0,0,0
0.588718,0.767377,0.805557,0.159601,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.356095,1.572934,1.394275,-0.178659,-0.03818,-0.216839,0.767182,1.303471,0.952604,1.049754,0.730821,1.368324,0.451769,0.618166,0.474246,1,1,1,0
0.848942,0.807478,0.230635,0.145949,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.65642,1.038113,1.079577,0.041464,0.576843,0.618307,1.05135,0.951158,3.501108,0.285624,3.68089,0.271673,0.685502,0.186233,0.195796,0,0,0,1
0.333333,0.374097,0.157563,0.816573,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0.70743,0.53166,0.490896,-0.040764,0.216534,0.17577,0.891034,1.122292,2.374269,0.421182,2.115554,0.472689,0.124699,0.058944,0.052521,1,0,0,1
0.518698,0.861499,0.859837,0.772669,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.380197,1.721336,1.378535,-0.342801,0.001662,-0.341139,0.602088,1.660887,1.001933,0.998071,0.603252,1.657683,0.446858,0.740749,0.445996,1,0,1,0
0.210315,0.124851,0.733803,0.520578,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.335166,0.858654,0.944118,0.085464,-0.608952,-0.523488,1.684528,0.593638,0.170142,5.87743,0.28661,3.489066,0.026258,0.091616,0.15433,0,1,1,0
0.469325,0.936303,0.428329,0.241241,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.405628,1.364632,0.897654,-0.466978,0.507974,0.040996,0.501253,1.994999,2.185944,0.457468,1.095711,0.912649,0.43943,0.401046,0.201026,1,0,0,0
0.826451,0.915812,0.861384,0.805707,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.742263,1.777196,1.687835,-0.089361,0.054428,-0.034933,0.902424,1.108126,1.063187,0.940569,0.959445,1.042269,0.756874,0.788866,0.711892,1,0,1,1
0.202896,0.176978,0.56836,0.105666,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.379874,0.745338,0.771256,0.025918,-0.391382,-0.365464,1.146448,0.87226,0.311384,3.211473,0.356985,2.801238,0.035908,0.100587,0.115318,0,1,1,0
0.26851,0.861861,0.204638,0.898014,0,1,0,0,0,0,0,1,2,2,0,2,2,1,1.130371,1.066499,0.473148,-0.593351,0.657223,0.063872,0.311547,3.209791,4.211637,0.237437,1.312122,0.762124,0.231418,0.17637,0.054947,1,0,0,2
0.222149,0.542386,0.464713,0.113466,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.764535,1.007099,0.686862,-0.320237,0.077673,-0.242564,0.409577,2.441541,1.167142,0.856794,0.478035,2.091898,0.120491,0.252054,0.103236,1,0,1,1
0.82723,0.074852,0.515347,0.51586,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.902082,0.590199,1.342577,0.752378,-0.440495,0.311883,11.051542,0.090485,0.145246,6.884879,1.60519,0.622979,0.06192,0.038575,0.42631,0,1,0,1
0.810628,0.441101,0.172207,0.428223,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.251729,0.613308,0.982835,0.369527,0.268894,0.638421,1.837738,0.544147,2.561458,0.390403,4.707288,0.212437,0.357569,0.075961,0.139596,0,0,0,0
0.555529,0.883364,0.146411,0.787464,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.438893,1.029775,0.70194,-0.327835,0.736953,0.409118,0.628879,1.590131,6.033454,0.165743,3.794312,0.263552,0.490734,0.129334,0.081336,1,0,0,0
0.145682,0.538738,0.416689,0.546723,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.68442,0.955427,0.562371,-0.393056,0.122049,-0.271007,0.270413,3.698041,1.292902,0.773454,0.349618,2.860264,0.078484,0.224486,0.060704,1,0,1,1
0.502244,0.44363,0.283025,0.387403,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.945874,0.726655,0.785269,0.058614,0.160605,0.219219,1.132124,0.883296,1.567459,0.637975,1.774557,0.563521,0.222811,0.125558,0.142148,0,0,0,2
0.230911,0.543567,0.863018,0.496508,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.774478,1.406585,1.093929,-0.312656,-0.319451,-0.632107,0.424807,2.354011,0.629844,1.587694,0.267562,3.737449,0.125516,0.469108,0.19928,1,1,1,1
0.508856,0.479844,0.03788,0.227045,0,0,1,0,0,1,0,0,0,4,0,3,4,0,0.9887,0.517724,0.546736,0.029012,0.441964,0.470976,1.060461,0.942986,12.667476,0.078942,13.433369,0.074441,0.244171,0.018176,0.019275,0,0,0,2
0.495223,0.8998,0.817207,0.57658,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.395023,1.717007,1.31243,-0.404577,0.082593,-0.321984,0.55037,1.816959,1.101067,0.90821,0.605995,1.65018,0.445602,0.735323,0.4047,1,0,1,0
0.563994,0.557304,0.506686,0.471087,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.121298,1.06399,1.07068,0.00669,0.050618,0.057308,1.012004,0.988138,1.0999,0.909173,1.113104,0.898389,0.314316,0.282378,0.285768,0,0,0,2
0.075165,0.953847,0.7996,0.754867,1,1,0,0,0,0,1,2,2,2,0,2,2,2,1.029012,1.753447,0.874765,-0.878682,0.154247,-0.724435,0.078802,12.690042,1.192905,0.83829,0.094003,10.63793,0.071696,0.762696,0.060102,1,0,1,2
0.313643,0.898391,0.119379,0.138876,0,1,0,0,0,0,0,1,2,2,0,2,2,1,1.212034,1.01777,0.433022,-0.584748,0.779012,0.194264,0.349116,2.864374,7.525536,0.132881,2.627288,0.380621,0.281774,0.107249,0.037442,1,0,0,2
0.71374,0.900316,0.435205,0.473513,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.614056,1.335521,1.148945,-0.186576,0.465111,0.278535,0.792766,1.261406,2.068717,0.483391,1.640009,0.609753,0.642592,0.391822,0.310623,1,0,0,1
0.562437,0.822117,0.820118,0.058045,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.384554,1.642235,1.382555,-0.25968,0.001999,-0.257681,0.684133,1.461705,1.002437,0.997568,0.6858,1.458151,0.462389,0.674233,0.461265,1,0,1,0
0.162882,0.076511,0.70137,0.531362,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.239393,0.777881,0.864252,0.086371,-0.624859,-0.538488,2.12887,0.469733,0.109088,9.166917,0.232234,4.306001,0.012462,0.053663,0.114241,0,1,1,0
0.506905,0.163751,0.523778,0.582673,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.670656,0.687529,1.030683,0.343154,-0.360027,-0.016873,3.095584,0.323041,0.312634,3.198625,0.967786,1.033286,0.083006,0.085769,0.265506,0,1,1,1
0.229938,0.146972,0.207789,0.848788,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.37691,0.354761,0.437727,0.082966,-0.060817,0.022149,1.564502,0.639181,0.707314,1.4138,1.106594,0.903674,0.033794,0.030539,0.047779,0,1,0,1
0.884092,0.596748,0.220344,0.204011,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1.48084,0.817092,1.104436,0.287344,0.376404,0.663748,1.481516,0.674984,2.708256,0.369241,4.012326,0.249232,0.52758,0.13149,0.194804,0,0,0,0
0.039615,0.899259,0.473499,0.846707,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.938874,1.372758,0.513114,-0.859644,0.42576,-0.433884,0.044053,22.699962,1.899178,0.526544,0.083664,11.952518,0.035624,0.425798,0.018758,1,0,1,0
0.51717,0.448271,0.130823,0.819593,0,0,1,0,0,1,0,0,0,4,0,3,4,0,0.965441,0.579094,0.647993,0.068899,0.317448,0.386347,1.153699,0.866777,3.426546,0.291839,3.953204,0.252959,0.231832,0.058644,0.067658,0,0,0,2
0.215561,0.489261,0.530419,0.145627,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.704822,1.01968,0.74598,-0.2737,-0.041158,-0.314858,0.440585,2.26971,0.922405,1.084123,0.406398,2.460645,0.105466,0.259513,0.114338,1,1,1,1
0.828795,0.235223,0.892674,0.769025,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.064018,1.127897,1.721469,0.593572,-0.657451,-0.063879,3.523444,0.283813,0.263504,3.795012,0.928441,1.077075,0.194952,0.209977,0.739844,0,1,1,2
